startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S1443,Klubi,https://www.klubi.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"Get verified contact information for Klubifounders and executives. Credit, Financial Services, Fin Techcompanybased in São Paulothat raised $5.9M. Perfect for B2B sales and partnership outreach.",2021.0,5900000.0,$5.9M,,,Series A,Series A,,,,,Eduardo Rocha,Cyrela
S1444,Skyone,https://skyone.solutions/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"With the integrative power of technology in our hands, we deliver efficiency and security to your company in a simplified way. Meet Skyone!",2013.0,16500000.0,$16.5m,,,Series C,Series C,,,,Ricardo,,Battery Ventures
S1445,ISA Lab,https://isalab.com.br/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"As you read in Jake's letter, you should save yourcompanyby designing a novel processor in one month. Inlab2a andlab2b, you will focus on the design of your ownISA. Thislabwill not require the use of the Xilinx tools.",2020.0,14550000.0,$14.55M,,,Series B,Series B,,,,,,IFC - International Finance Corporation
S1446,Conta Simples,https://contasimples.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"All in one finance platform for Brazilian companies, with bank account, corporate cards and spend management platform. Conta Simples is focusing first on new economy SMBs and entrepreneurs, a booming market in the country, formed by ecommerce, digital influencers, startups and passion economy.",2018.0,125000.0,$125k,,,Series B,Series B,,,,Rodrigo,Fernando Santos,Y Combinator Summer 2020
S1447,Neon Brazil,https://www.neon.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"Neon (Brazil). Neon (Brazil). Description. Neon is a digital bank that offers credit cards, personal loans, and investment products, among other services ...",2016.0,924000000.0,$924M,1500000000.0,$1.5B,Series B,Series B,,,,Pedro and Filipe,,IFC - International Finance Corporation
S1448,Segura,https://segura.security,Sao Paulo,Brazil,Latin America,Cybersecurity,Cybersecurity,Cybersecurity,"From human admins to machine identities, endpoints to cloud entitlements, Segura® secures privilege across your entire environment in one unified platform.",2010.0,25000000.0,$25m,,,,,,,,,,Riverwood Capital
S1449,BeConfident,https://beconfident.app/,Sao Paulo,Brazil,Latin America,EdTech,EdTech,EdTech,ABe Confidenté umastartupbrasileira de tecnologia educacional que utiliza inteligência artificial para o ensino de inglês por meio de conversas com tutores virtuais disponíveis no Whats App e em aplicativo próprio. [2],2023.0,500000.0,$500K,,,Series A,Series A,,,,,,Endeavor Catalyst
S1450,Canopy,https://canopy.tec.br,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,Canopy (Sao Paulo) General Information. Description. Developer of a technology business consolidation platform designed to acquire and scale software ...,2025.0,100000000.0,$100m,,,Venture Round,Venture Round,,,,,,Cloud9 Capital
S1451,A5X,https://www.gsmarena.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"A5X was founded in 2023. Where is A5X headquartered? A5X is headquartered in Sao Paulo, Brazil. What is the size of A5X?",2023.0,,,,,Series C,Series C,50.0,50.0,11-50,50 employees,,Lela Walker
S1452,Zig - The Global Funtech,https://zig.fun/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Zig.The Global Funtech. Atividades de serviços financeiros.São Paulo, SP 48.239 seguidores.",2013.0,25000000.0,$25M,,,Series B,Series B,628.0,628.0,251-1000,628 employees,,Across Capital
S1453,Velotax,https://www.openingtimes.co/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"16 Feb 2026—Velotax is a series A company based in Sao Paulo (Brazil), founded in 2020 by Victor Savioli and Victor Savioli.",2020.0,23300000.0,$23.3M,,,Series A,Series A,,,,,,QED Investors
S1454,Mevo.,https://mevo.com/,Sao Paulo,Brazil,Latin America,Healthcare/Biotech,Healthcare/Biotech,Healthcare,"We were born as Nexodata in 2017, and now, we are a new brand that goes far beyond electronic prescriptions.

Over the past few years, our team of entrepreneurs has grown, our products and services have evolved, and our culture and purpose have transformed. That's why, in 2022, we underwent a rebran...",2017.0,19000000.0,$19M,,,Series B,Series B,99.0,99.0,51-250,99 employees,,Good Karma Partners
S1455,Lastro,https://www.lastro.co/,Sao Paulo,Brazil,Latin America,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"La Stro Engineering GmbH, München, Germany | Your specialist for load rails, power supplies, contact-conductor line rails, stage and studio technology.",2021.0,16000000.0,$16M,,,Series A,Series A,100.0,100.0,51-250,100 employees,,Maya Capital
S1456,Pagaleve,https://sf.mygameinteractive.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"15 Feb 2026—Pagaleve is a series A company based in Sao Paulo (Brazil), founded in 2021 by Henrique Weaver and Michael Greer.",2021.0,25660000.0,$25.66M,330000000000.0,$330B,Series A,Series A,,,,,,Sun Hung Kai & Co
S1457,Conexa Saude,https://www.conexa.vc/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"Vila Olimpia O CNPJ da empresaCONEXASAUDESERVICOS MEDICOS S.A. é 27.092.748/0002-07 (27092748000207), referente ao endereço da FILIAL com sede em Sao Paulo, SP - Vila Olimpia. Atualmente sua situação cadastral encontra-se ATIVA. Sua principal atividade econômica é Reprodução de so...",2017.0,5100000.0,$5.1m,,,Series B,Series B,,,,,,Vivo Ventures
S1458,BHub,https://bhub.com,Sao Paulo,Brazil,Latin America,Media/Entertainment,Media/Entertainment,Social Media,"AI driven Back Office as a Service for Startups, SMEs & Online Merchants. BHub wants to become the go-to tool for founders to outsource their legal, HR & FP&A processes, with low service friction, great UX/UI and data analytics insights.",2021.0,45900000.0,$45.9M,,,Series B,Series B,,,,Marcelio and Jorge,,Hedosophia
S1459,Principia,https://principia.net,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Principia is building a vertically integrated financial platform that helps private universities reduce student dropout rates and improve their cash flow predictability.

​",2022.0,21000000.0,$21m,34000000.0,$34M,Series A,Series A,,,,,Newton Maia,FIDC
S1460,Braskem,https://www.braskem.com.br/,Sao Paulo,Brazil,Latin America,Robotics/Hardware,Robotics/Hardware,Manufacturing,"Em 2002, a Braskemé criada a partir da integração das empresas Copene, OPP, Trikem, Proppet, Nitrocarbono e Polialden, se tornando a petroquímica líder na América Latina e tem suas ações listadas nas B3 e na NYSE. [18]",1986.0,50000000.0,$50m,,,IPO,Ipo,,,,"Mário, Patrick and Daniel",,U.S. Department of Defense
S1461,Rivio,https://rivio.com.br,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"Rivio Desenvolvimento de softwareSão Paulo, SP 4.132 seguidores A maior e mais eficiente inteligência artificial da saúde brasileira.",2025.0,20000000.0,$20M,,,,,48.0,48.0,11-50,48 employees,,Endeavor Brasil
S1462,Ruvo,https://ruvo.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Blockchain/Crypto,"Get paid in USD or stablecoins, spend with a Visa card, and cash out to Pix instantly - made for Brazilians earning from abroad.",2025.0,500000.0,$500k,,,Seed,Seed,6.0,6.0,1-10,6 employees,,Y Combinator Summer 2020
S1463,Mais Mu,https://maisfutebol.iol.pt/,Sao Paulo,Brazil,Latin America,Robotics/Hardware,Robotics/Hardware,Manufacturing,"Mais Mu- About thecompany Mais Muis aseries Acompanybased in Sao Paulo (Brazil), founded in 2014. It operates as a Brand of sauces & condiments.Mais Muhas raised $4.42M in funding from Btomorrow Ventures, with a current valuation of $25M. Thecompanyhas 1619 active competitors, including 99 funded .....",2014.0,25000000.0,$25M,,,Series A,Series A,,,,,,Souza Cruz S/A
S1464,Warren Investments,https://warrenequity.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,Warren is a brazilian wealth management focused investmentcompanythat works on a fee-based model. We brought to our country a client centered optic that goes against what the industry's doing and that has as it's primary goal help our clients take better care of their money.,2014.0,,,,,,,,,,,,Mercado Libre Fund
S1465,Caf.io,,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"Sao Paulo,Brazil Founded 2019 Raised from Parallax Ventures See all investorscaf.io",2019.0,16100000.000000002,$16.1m,,,Series A,Series A,,,,,,Parallax Ventures
S1466,Pilar.,https://pilar4ca.com/,Sao Paulo,Brazil,Latin America,Real Estate/PropTech,Real Estate/PropTech,Real Estate,Felipe Abramovay is the Co-Founder of Pilar. He previously worked at Canary as an Investments. Felipe Abramovay attended Pontifical Catholic University of São ...,2021.0,,,,,Series A,Series A,,,,,,Endeavor Catalyst
S1467,Nilo Saúde,https://www.nilosaude.com.br/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,SaaS,"Nilo is building an integrated relationship management and care delivery solution that allows healthcare businesses in Lat Am to deliver the right care, to the right patient, at the right time. By bringing technology and care teams together, we enable our clients to build close relationships and cre...",2020.0,,,,,Seed,Seed,,,,,,SoftBank Latin America Fund
S1468,Vammo,https://www.vammo.com/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Automotive,"Vammo (fka Leoparda Electric) is an electric motorcycle company that has a swappable battery model. Electric two-wheelers cost 2x a traditional motorbike and currently, 98% of gig workers are not eligible to receive motorcycle financing. Vammo will provide cheaper motorcycle options, provide better ...",2022.0,45000000.0,$45M,,,Series B,Series B,,,,,,Construct Capital
S1469,CERC,https://cerc.inf.br,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"CERC is the first receivables registry in Brazil. Being the sole provider of financial infrastructure for receivables verification in the country, CERC allows companies to better value receivables, decrease fraud and credit risks, and more efficiently manage cashflows from the underlying asset.",2015.0,,,4000000000.0,$4B,,,,,,,,Endeavor Catalyst
S1470,Cora,https://cora.com.br,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"We are a free PJ Digital Account, made to facilitate the routine of those who undertake. We believe that without bureaucracy and fees, companies have more freedom to grow. Help change the story of several entrepreneurial people by being part of ours.",2019.0,153000000.0,$153M,,,Series B,Series B,,,,Igor,Igor Senra Magalh,Tiger Global Management
S1471,CargoX,https://cargox.io/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Logistics,"Contact Information. Website. www.cargox.com.br. Ownership Status. Privately ... Cargo X is headquartered in Sao Paulo, Brazil. What is the size of Cargo X ...",2013.0,20000000.0,$20M,,,Series E+,Series F,,,,,,Farallon Capital Management
S1472,Instacarro.com,https://www.instacarro.com/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Automotive,"About Insta Carro · Private · Convertible Note · São Paulo, Sao Paulo, Brazil · 101-250 · www.instacarro.com/.",2015.0,66900000.00000001,$66.9M,,,Convertible Note,Convertible,,,,Onil,,Tribe Capital
S1473,RecargaPay,https://recargapay.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Paying for top-ups and utility bills in Latin America is hugely inefficient. Per year,10 billion mobile top-up transactions are made in the region. 95% of these transactions are done in physical stores with cash. Long lines are a daily hassle for millions of Latin-Americans, given that they spend mo...",2010.0,127000000.0,$127M,105000000.0,$105M,Series C,Series C,,,,"Gustavo, rodrigo and Alvaro",,Fuel Venture Capital
S1474,Nubank Brazil,https://nubank.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Nubank is a Brazilianneobank headquartered in São Paulo,Brazil. Although it is not formally part of Brazil’s National Financial System (Sistema Financeiro Nacional), Nubank operates as a financial and payment institution regulated and supervised by the Central Bank of Brazil. [2]",2013.0,2270000000.0,$2.27B,,,IPO,Ipo,,,,Vitor and Eugenio,,Ribbit Capital
S1475,Certta,https://www.certta.ai/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,Certta was founded in 2019 as an internal solution for a fintech that needed to verify identities quickly and securely. The success of the tool led to the ...,2019.0,,,,,Seed,Seed,,,,,,L4 Venture Builder
S1476,Loomy,https://loomyhome.com/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"Loomy (Business/Productivity Software) is headquartered in Sao Paulo, Brazil. ... Loomy (Business/Productivity Software) is a Private company. What is ...",2022.0,9400000.0,$9.4M,,,Venture Round,Venture Round,100.0,100.0,51-250,100 employees,,EXT Capital
S1477,Wildlife Studios,https://wildlifestudios.com/,Sao Paulo,Brazil,Latin America,Media/Entertainment,Media/Entertainment,Gaming,"Wildlife Studiosé uma desenvolvedora brasileira de jogos eletrônicos e publicadora para dispositivos móveis, fundada em 4 de abril de 2011 por Victor Lazarte, Arthur Lazarte e Michael Mac-Vicar.",2018.0,250000000.0,$250M,132699999.99999999,$132.7M,Series B,Series B,500.0,500.0,251-1000,500 employees,Paul Allen,Next Play Ventures
S1478,Sami,https://sami.tacomaschools.org/,Sao Paulo,Brazil,Latin America,Insurance,Insurance,Insurance,"Sami is a health insurance company using digital tools to increase quality and decrease costs of health plans. It's based on care coordination with a personal doctor, telemedicine, analytics and change of incentives for providers to offer trust and efficiency to its members. It fundamentally changes...",2018.0,66200000.0,$66.2M,2950000000.0,$2.95B,Series B,Series B,,,,Vitor,Eren Bali,StoneX Group
S1479,New Hope Ecotech | eureciclo,https://newhope.cl/,Sao Paulo,Brazil,Latin America,CleanTech/Energy,CleanTech/Energy,Energy,New Hope Ecotech offers a technology solution that leverages the independent recycling flow to create a formal pathway for manufacturers to fulfill their government mandate. Recyclers use New Hope Ecotech online software to prove that mandatory recycling rate has been met. The information is audited...,2016.0,5000000.0,$5m,,,Series B,Series B,,,,Daniel,,Redpoint eventures Brazil
S1480,Intelipost,https://www.intelipost.com.br/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Logistics,"Intelipost is a SAAS startup based in São Paulo that tackles freight management in Brazil

(1) We provide online and offline businesses (shippers) with a platform which enables them to compare transportation options in real time, dispatch and track deliveries across hundreds of transport companies.
...",2014.0,35400000.0,$35.4m,,,Series A,Series A,,,,"Gabriel, Stefan and Cleber",,Riverwood Capital
S1481,Doji,https://doji.com.br,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Dojiis aseedcompanybased in New York City (United States), founded in 2024 by Dorian Dargan and Jim Winkens. It operates as a Provider of a platform for fashion exploration and self-expression.Dojihas raised $14M in funding from Thrive Capital. Thecompanyhas 206 active competitors, ...",2020.0,605600.0,$605.6k,,,Seed,Seed,50.0,50.0,11-50,50 employees,,Indicator Capital
S1482,DigAÍ,http://www.digaai.com/,Sao Paulo,Brazil,Latin America,AI/ML,AI/ML,AI,"25 Feb 2026—Dig Ai is a seed company based in Sao Paulo (Brazil), founded in 2023. ... DigAí Wins Web Summit Rio 2025 Startup Pitch Competition Grupoglobo ...",2023.0,,,,,Seed,Seed,,,,,,Gaingels
S1483,Magie,https://www.magiemiami.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,,2024.0,9000000.0,$9m,,,Series A,Series A,80.0,80.0,51-250,80+ employees,,EXT Capital
S1484,lexter.ai,https://lexter.ai/,Sao Paulo,Brazil,Latin America,AI/ML,AI/ML,AI,"LLM for Legal in Brazil. Founded in 2020 by Pedro Calderon, Guilherme Delai, Pedro Jahara, and Lucas Kawazoi, Lexter.ai has 18 employees based in São Paulo, ...",2020.0,500000.0,$500k,5000000.0,$5M,Series A,Series A,,,,Pedro,,Y Combinator Summer 2020
S1485,"CloudWalk, Inc",https://www.cloudwalk.io/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Payments/Fintech,"Cloud Walk, Inc. | 54,490 followers on Linked In. We are the next generation payment network | Cloud Walk is a technologycompanythat empowers individuals and small businesses to manage money ...",2013.0,873800000.0,$873.8M,320500000.0,$320.5M,IPO,Ipo,,,,,Zhou Xi,Banco Safra
S1486,Gorila Brazil,https://gorila.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"Gorila.Brazilinvestment platform. About. Founded. 2016. Headquarters. Vila Olímpia,São Paulo,Brazil. Industry.Company Traction. As of October 2019, Gorila has 40,000 users, and $1.2 billion has moved through its platform.",2016.0,26100000.0,$26.1M,,,Series B,Series B,,,,Bruno,Guilherme Assis | Robinson Dantas | Leo Kalim,2TM Ventures
S1487,Axenya,https://www.axenya.wearedna.studio/,Sao Paulo,Brazil,Latin America,Healthcare/Biotech,Healthcare/Biotech,HealthTech,"Axenya| 12.861 seguidores no Linked In. Senso Incomum |AXENYAé uma plataforma intensiva em dados e orientada por inteligência artificial que permite às empresas desenhar, gerenciar e otimizar, de ponta a ponta, os benefícios de saúde corporativos. Ela combina as funções centrais de um Broker/TPA t.....",2020.0,12000000.0,$12M,,,Series A,Series A,,,,,,Canary VC
S1488,Carecode.ai,https://www.carecode.ai/,Sao Paulo,Brazil,Latin America,Healthcare/Biotech,Healthcare/Biotech,Healthcare,"Learn everything about Carecode.ai. From product reviews to pricing, features and integrations with other products. All in one page from Elion.",2023.0,4300000.0,$4.3M,,,Pre-Seed,Pre-Seed,50.0,50.0,11-50,50 employees,,KDX
S1489,Musa Tecnologia,https://musatechnology.com/,Sao Paulo,Brazil,Latin America,CleanTech/Energy,CleanTech/Energy,Waste Management,"Todos os dados da empresa Musa TecnologiaLTDA com CNPJ 39.775.189/0001-20 - 39775189000120 deSão Paulo/SP. Telefone, E-mail, Endereço, Sócios...",2019.0,,,,,Series A,Series A,,,,,,Silence VC
S1490,Rock Encantech,https://rockencantech.com.br/,Sao Paulo,Brazil,Latin America,AI/ML,AI/ML,AI,"Against this backdrop,Rock Encantech, a São Paulo–basedcompanyoperating one of the country’s largest consumer behavior data ecosystems, has acquired Akropoli, an Open Finance intelligence and infrastructurestartupfrom Santa Catarina regulated by Brazil’s Central Bank.",2024.0,54000000.0,$54m,,,Series C,Series C,,,,,,Hindiana
S1491,LogShare,https://logshare.app/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Logistics,Log Share is a collaboration platform committed to building a sustainable and global logistics network through technology and socio-environmental commitments. Schedule a demo:,2021.0,2400000.0,$2.4M,,,Seed,Seed,,,,Eduardo and Glauber,,Antonio Peña
S1492,Bull Credit Technology,https://bullfintech.com/,Sao Paulo,Brazil,Latin America,EdTech,EdTech,EdTech,Bull Credit Technology- Software - Worker Credit ready to operate.,2024.0,,,,,,,,,,,,Scale-Up Ventures
S1493,Iniciador,https://iniciador.com.br,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"Com o Iniciador, qualquer empresa pode ter acesso ao Open Finance - sem se preocupar com tecnologia e regulatório.",2021.0,6000000.0,$6M,,,Series A,Series A,,,,Guilherme,,Big_bets
S1494,IORQ,https://www.iorq.com.br/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Fintech,"IORQ. Investment Management.São Paulo, SP 1,308 followers. Investimentos Orquestrados. Experiência e tecnologia regidos por velocidade, transparência, e impacto.",2025.0,,,,,Series A,Series A,,,,,,Upload Ventures
S1495,Nexa Finance,https://nexafinance.com.br,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Blockchain,"Nexa Financeenvisions a future where everyone has access to premium investment opportunities, democratizing finance and making high-quality investment options available to all.Combining experience in the financial market and technology to offer the best investment solutions.Nexablends expertise in.....",2024.0,4500000.0,$4.5M,,,Seed,Seed,,,,Lucas,,Vita Investments
S1496,Woba,https://www.woba.com.br/,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,SaaS,"Woba is an ecosystem with infinite work solutions for remote teams.
Work alone or together. In a private or shared space. For a day of focus or connections. For meetings, events...you choose.
Whatever you need, wherever you need it. There are many ways for you to create your own work ecosystem with ...",2015.0,13500000.0,$13.5M,8300000.000000001,$8.3M,Series B,Series B,,,,Roberta and Pedro,,Battery Ventures
S1497,Turbi,http://turbi.com/,Sao Paulo,Brazil,Latin America,EV/Mobility,EV/Mobility,Automotive,"The company allows users to place reservations for their vehicle of choosing. Turbi was established on August 31, 2017 by Diego Lira in Sao Paulo, Brazil.",2016.0,,,,,Series D,Series D,,,,,Diego Lira,
S1498,BTG Pactual,https://www.btgpactual.com/,Sao Paulo,Brazil,Latin America,Fintech,Fintech,Banking/Fintech,"BTG Pactual is a Brazilian financial company that operates in the markets of investment banking, wealth management, asset management, corporate lending and ...",1983.0,,,,,Series B,Series B,,,,"Marcel Vitor, Charlotte and Laura",,Itaú BBA
S1499,Solomon,https://solomon.com.br,Sao Paulo,Brazil,Latin America,SaaS/Software,SaaS/Software,Software,"Solomon (Business/Productivity Software) is headquartered in Sao Paulo, Brazil. ... Solomon (Business/Productivity Software) is a Private company. What is ...",2018.0,,,,,Seed,Angel,,,,,,Citrino Ventures
S1500,Pipeimob,https://pipeimob.com/,Sao Paulo,Brazil,Latin America,Real Estate/PropTech,Real Estate/PropTech,PropTech,"1 Sept 2025—Pipe Imob, a Brazil-based proptech platform that digitizes and integrates the entire real estate transaction flow, has raised R$15 million in ...",2021.0,3000000.0,$3M,,,Seed,Seed,,,,,,Headline VC (e.ventures)
S1501,Liquid AI,https://beliquid.ai,Sao Paulo,Brazil,Latin America,AI/ML,AI/ML,AI,"Liquidhasn’t yet made its model publicly available, but thecompanysays its LFM 1.3B model actually outperforms Meta’s new LlamaAIas well as Microsoft’s Phi model, using comparisons of leadingAIbenchmarking systems, tech site Venture Beat reports.",2023.0,2100000.0,$2.1M,,,Seed,Seed,,,,,,SaaSholic
S1502,AlugaMais,https://alugamaisapp.com.br/,Sao Paulo,Brazil,Latin America,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Aluga Mais is a seed company based in Sao Paulo (Brazil), founded in 2021 by Rodrigo Lubenow and Danielle Miranda. It operates as a Provider of digital ...",2021.0,2000000.0,$2M,,,Seed,Seed,,,,,,GSR Ventures
S1503,Sallve,https://www.sallve.com.br/,Sao Paulo,Brazil,Latin America,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"Sallvetop competitors are Bask Suncare, Essence Corp and Sallveand they have annual revenue of N/A and 174 employees.Sallve Revenue and Competitors. License our Company Data API.Sao Paulo, FL BRA. Location.",2018.0,20220000.0,$20.22M,,,Series B,Series B,,,,Daniel,Marcia Netto | Daniel Wjuniski,Lapam Capital
S1504,Lingokids,https://lingokids.com/,Madrid,Spain,Europe,Other,Other,Travel/Tourism,"Voted #1 Kids Learning App, Lingokids is the best app for kids 2-8 years old! Because when learning is fun, kids love to learn! Check it out!",2014.0,182400000.0,$182.4M,20900000.0,$20.9M,Venture Round,Venture Round,51.0,250.0,51-250,Mid-Size Team (51-250),Cristobal Viedma | Marieta Viedma,General Catalyst | 500 Global | Bessemer Venture Partners | Reach Capital | JME Ventures
S1505,ONUM,https://docs.onum.com/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,SaaS,"Onum empowers enterprises to derive value from data in stream, helping IT and Security teams move at the speed of business.",2022.0,40392000.0,€37.4M,,,Series A,Series A,51.0,250.0,51-250,Mid-Size Team (51-250),Pedro Castillo,Insight Partners | Dawn Capital | Kibo Ventures | AWS Startup Loft Accelerator
S1506,Reveni,https://www.reveni.com/,Madrid,Spain,Europe,EV/Mobility,EV/Mobility,Logistics,"Founded in 2022 by Fernando Pedraz (CEO), Pablo Molinero (COO), and Gonzalo Martin (CTO),Revenistarted out by rethinking reverse logistics, letting brands issue instant refunds and exchanges without risk. Its proprietary model approves customer requests in real time, cutting down on...",2021.0,16300000.0,$16.3M,,,Series A,Series A,11.0,50.0,11-50,Lean Team (11-50),Fernando Pedraz,JME Ventures | Inveready | Inven Capital | 13books Capital | Big Sur Ventures
S1507,Seedtag,https://www.seedtag.com/,Madrid,Spain,Europe,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"Seedtagis a series C company based in Madrid(Spain), founded in 2014 by Pablo Lopez Torres, Jorge Poyatos and Albert Nieto Riera. It operates as an In image advertising platform.Seedtaghas raised $299M in funding from investors like Advent International, Oakley Capital and Adara.",2014.0,301200000.0,$301.2M,73100000.0,$73.1M,Private Equity,Private Equity,251.0,1000.0,251-1000,"Large Team (251-1,000)",Albert Nieto | Jorge Poyatos | Pablo López Torres,Walden International | Oakley Capital | Acurio Ventures | Adara Ventures
S1508,idealista,https://www.idealista.com/,Madrid,Spain,Europe,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Information on valuation, funding, acquisitions, investors, and executives for Idealista. Use the Pitch Book Platform to explore the full profile.Nov 19, 2025 ·idealista is an acquired company based in Madrid(Spain), founded in 2000 by Bernardo Hernandez Gonzalez, Fernando Encinar, Jesus Encinar and...",2000.0,426000000.0,$426M,,,Private Equity,Private Equity,251.0,1000.0,251-1000,"Large Team (251-1,000)",Andrés de la Morena | Bernardo Hernandez | Fernando Encinar | Jesús Encinar,Apax Partners | Oakley Capital | Tiger Global Management | Accenture | Bonsai Partners
S1509,Nova,https://www.novatalent.com/,Madrid,Spain,Europe,EV/Mobility,EV/Mobility,Logistics,"Whether finding a business partner, a mentor, or getting peer support, members achieve their professional goals through Nova, one connection at a time.",2020.0,3700000.0,$3.7M,,,Series A,Series A,11.0,50.0,11-50,Lean Team (11-50),Andrea Marino | Christian Mischler | Lars-Henrik Friis Molin | Ramón Rodrigáñez Riesco,CDP Venture Capital | Fyrfly Venture Partners | Crowdcube | Doha Tech Angels | Talent Venture Group
S1510,Lightbase,https://www.lightbase.co/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,"Information on valuation, funding, cap tables, investors, and executives for Lightbase. Use the Pitch Book Platform to explore the full profile.",2025.0,2200000.0,$2.2M,,,Pre-Seed,Pre-Seed,1.0,10.0,1-10,Founding Team (1-10),Paul Goldbaum,K Fund | Picus Capital | helloworld vc | Christian Beedgen | Jorge Poyatos
S1511,Overture Life,https://www.overture.life/,Madrid,Spain,Europe,Healthcare/Biotech,Healthcare/Biotech,Biotech,"Overture Life is revolutionizing fertility care with innovative automation technology, making IVF more accessible and affordable worldwide.",2017.0,65599999.99999999,$65.6M,,,Venture Round,Venture Round,51.0,250.0,51-250,Mid-Size Team (51-250),Martin Varsavsky | Santiago Munne,Khosla Ventures | Octopus Ventures | Felicis | Swisscom Ventures | GV
S1512,Fracttal,https://www.fracttal.com/,Madrid,Spain,Europe,Robotics/Hardware,Robotics/Hardware,IoT,Welcome to Fracttal! Get full control of your maintenance operations with our comprehensive Smart Maintenance solution.,2014.0,17400000.0,$17.4M,,,Series B,Series B,51.0,250.0,51-250,Mid-Size Team (51-250),Alejandro Perez | Christian Struve,Seaya | GoHub Ventures | Kayyak Ventures | Start-Up Chile | BBVA Spark
S1513,Job&Talent,https://www.talent.com/,Madrid,Spain,Europe,EdTech,EdTech,Education,"Boost productivity fast: Global delivery company gets 29% uplift with Job&Talent. Learn more. Jobandtalent. Get work, get paid, in our app. For job seekers.",2009.0,1700000000.0,$1.7B,,,Series E+,Series F,,,,,,
S1514,Spotahome,http://www.spotahome.com/,Madrid,Spain,Europe,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Spotahome...Spotahomees una plataforma de alquiler en línea especializada en viviendas de media y larga duración, fundada en 2014 en Madrid,España. 1",2014.0,98500000.0,$98.5M,23300000.0,$23.3M,Venture Round,Venture Round,200.0,200.0,51-250,200 employees,,
S1515,Acciona Energía,https://www.acciona-energia.com/,Madrid,Spain,Europe,CleanTech/Energy,CleanTech/Energy,Energy,"Acciona Energía, a subsidiary of Acciona based in Madrid, is involved in the energy industry: the development and structuring of projects, engineering, construction, supply, operations, maintenance, asset management and management and sales of clean energy.",1997.0,294450000.0,A$453M,,,Debt Financing,Debt Financing,1.0,1.0,1-10,001+ employees,,
S1516,MasOrange,https://masorange.es/,Madrid,Spain,Europe,Cybersecurity,Cybersecurity,Security,"8 Mar 2026—MASORANGE is an acquired company based in Madrid (Spain), founded in 2024. It operates as a Provider of broadband internet and television ...",2024.0,11000000000.0,$11B,,,Debt Financing,Debt Financing,,,,,,
