investor_id,investor_name,startup_id,startup_name,city,funding_stage
I0537,Lighthouse Capital Management,S1945,DJI,Shenzhen,Secondary Market
I0538,Victor Koch,S1945,DJI,Shenzhen,Secondary Market
I0539,Aeternam Stella,S1945,DJI,Shenzhen,Secondary Market
I0540,Highlight Capital,S1946,ENGINEAI,Shenzhen,Series A
I0541,Baidu Ventures,S1946,ENGINEAI,Shenzhen,Series A
I0049,JD.com,S1946,ENGINEAI,Shenzhen,Series A
I0542,Contemporary Amperex Technology,S1946,ENGINEAI,Shenzhen,Series A
I0380,Fortune Venture Capital,S1946,ENGINEAI,Shenzhen,Series A
I0079,NVIDIA,S2097,Nscale,London,Series C
I0543,Blue Owl,S2097,Nscale,London,Series C
I0154,Point72 Ventures,S2097,Nscale,London,Series C
I0544,Nokia,S2097,Nscale,London,Series C
I0506,Fidelity,S2097,Nscale,London,Series C
I0226,EQT Ventures,S2098,Nothing,London,Series C
I0545,Quiet Capital,S2098,Nothing,London,Series C
I0014,Tiger Global Management,S2098,Nothing,London,Series C
I0219,Highland Europe,S2098,Nothing,London,Series C
I0546,Tapestry VC,S2098,Nothing,London,Series C
I0478,TPG,S2099,Tide,London,Private Equity
I0087,Speedinvest (SI),S2099,Tide,London,Private Equity
I0091,LocalGlobe,S2099,Tide,London,Private Equity
I0111,Creandum,S2099,Tide,London,Private Equity
I0547,Goodwater Capital,S2099,Tide,London,Private Equity
I0484,Franklin Templeton,S2100,Checkout.com,London,Series D
I0006,Insight Partners,S2100,Checkout.com,London,Series D
I0009,Endeavor Catalyst,S2100,Checkout.com,London,Series D
I0258,Coatue Management,S2100,Checkout.com,London,Series D
I0381,Ribbit Capital,S2100,Checkout.com,London,Series D
I0078,General Catalyst,S2101,Monzo,London,Secondary Market
I0012,W1 Forward Accelerator Program - Batch 5,S2101,Monzo,London,Secondary Market
I0548,Stripe,S2101,Monzo,London,Secondary Market
I0021,HSG,S2101,Monzo,London,Secondary Market
I0034,Y Combinator Summer 2020,S2101,Monzo,London,Secondary Market
I0091,LocalGlobe,S2102,Signal AI,London,Series D
I0219,Highland Europe,S2102,Signal AI,London,Series D
I0549,Mercuri,S2102,Signal AI,London,Series D
I0550,Frontline Ventures,S2102,Signal AI,London,Series D
I0551,Kreos Capital,S2102,Signal AI,London,Series D
I0329,Gaingels,S2103,CRED,London,Seed
I0241,Alumni Ventures,S2103,CRED,London,Seed
I0552,Defy.vc,S2103,CRED,London,Seed
I0221,HOF Capital,S2103,CRED,London,Seed
I0553,BAM Ventures,S2103,CRED,London,Seed
I0098,Headline VC (e.ventures),S2104,Attio,London,Series B
I0554,Passion Capital,S2104,Attio,London,Series B
I0115,Balderton Capital,S2104,Attio,London,Series B
I0222,Redpoint eventures Brazil,S2104,Attio,London,Series B
I0555,01 Advisors,S2104,Attio,London,Series B
I0331,QED Investors,S2105,Moniepoint,London,Corporate Round
I0556,Lightrock,S2105,Moniepoint,London,Corporate Round
I0557,Novastar Ventures,S2105,Moniepoint,London,Corporate Round
I0009,Endeavor Catalyst,S2105,Moniepoint,London,Corporate Round
I0328,Bossa Invest,S2105,Moniepoint,London,Corporate Round
I0262,HSBC Innovation Banking,S2106,Quantexa,London,Series E+
I0558,Warburg Pincus,S2106,Quantexa,London,Series E+
I0407,Accenture,S2106,Quantexa,London,Series E+
I0399,Dawn Capital,S2106,Quantexa,London,Series E+
I0559,BNY,S2106,Quantexa,London,Series E+
I0076,SoftBank Vision Fund,S2108,Wayve,London,Grant
I0262,HSBC Innovation Banking,S2109,TRIVER,London,Debt Financing
I0560,Point Nine Capital,S2114,Omnea,London,Series B
I0561,20VC,S2115,Fyxer AI,London,Series B
I0079,NVIDIA,S2119,CHARM Therapeutics,London,Series B
I0026,Temasek Holdings,S2120,FNZ,London,Corporate Round
I0562,Alphabet,S2124,Isomorphic Labs,London,Venture Round
I0563,Firstminute Capital,S2126,Granola,London,Series B
I0564,Highgate,S2128,Lighthouse,London,Series C
I0301,Zero Prime Ventures,S2135,Runware,London,Seed
I0263,Goldman Sachs Asset Management,S2145,SumUp,London,Debt Financing
I0095,Lowercarbon Capital,S2148,Fuse Energy,London,Venture Round
I0565,Lloyds Banking Group,S2156,Yoti,London,Debt Financing
I0566,Innovate UK,S2171,Alchemab Therapeutics,London,Series A
I0518,FG2 Capital,S2193,Shop Circle,London,Series B
I0154,Point72 Ventures,S2207,PolyAI,London,Series D
I0567,Atomico,S2244,LabGenius,London,Series B
I0568,aaron nogueira,S2250,ElevenLabs.io,London,Series D
I0167,DST Global,S2251,Swap,London,Series C
I0569,Oxford Finance,S2252,Sokin,London,Debt Financing
I0570,Hercules Capital,S2253,Tenpoint Therapeutics,London,Series B
I0571,MMC Ventures,S2254,Synthesia.io,London,Series E+
I0572,Trinity Capital,S2255,Motorway,London,Series C
I0573,Stable Asset Management,S2256,Dolomite Capital Advisors,London,Debt Financing
I0079,NVentures - NVIDIA Venture Capital,S2257,Basecamp Research,London,Series B
I0471,Euroclear,S2258,Proxymity,London,Series C
I0574,Estancia Capital Partners,S2259,Flagstone Group,London,Series B
I0575,Dimension Capital,S2260,Automata.tech,London,Series C
I0576,New Bearing,S2261,Lawhive,London,Series B
I0277,Eurazeo,S2262,Thought Machine Group Ltd,London,
I0262,HSBC Innovation Banking,S2263,Zepz,London,
I0577,NatWest Bank,S2264,Raylo,London,Series A
I0578,Willets,S2265,Robin AI,London,Seed
I0579,Gresham House Ventures,S2266,Veremark Ltd,London,Series B
I0580,Sumitomo Heavy Industries,S2267,Highview Power,London,Series C
I0072,CITIC Securities,S2268,Wagestream,London,Series D
I0581,Atempo Growth,S2269,Form3,London,Series C
I0553,eBay Ventures,S2270,TrueLayer Limited,London,Series E+
I0582,Nationwide Building Society,S2271,10x Banking,London,Series C
I0583,Sofina,S2272,Scalable Capital,London,
I0231,BNP Paribas,S2273,Fnality,London,Series C
I0584,Goldman Sachs Alternatives,S2274,CityFibre,London,
I0585,Hunter Point Capital,S2275,Equitix,London,Debt Financing
I0586,Osprey Investors,S2276,Ascendx Cloud,London,Series C
I0587,Boldstart Ventures,S2277,Tessl,London,Series A
I0588,Radius Capital,S2278,PhysicsX,London,Series B
I0589,Visionaries Club,S2279,Apron,London,Series B
I0590,TransUnion,S2280,ID5.io,London,Series B
I0591,Notion Capital,S2281,Treefera,London,Series B
I0262,HSBC Innovation Banking,S2282,Sedna UK,London,
I0592,Translink Capital,S2283,BeZero Carbon,London,Series C
I0593,MS+PARTNERS,S2284,Tiney,London,Series A
I0594,AshGrove Capital,S2285,Amplience,London,Series D
I0595,Flight Fund - Steven Bartlett,S2286,Zoe,London,Series B
I0596,QuantumLight,S2287,Thanks Ben,London,Series B
I0597,Ascension Ventures,S2288,Tembo Money,London,Series C
I0598,Invoke Capital,S2289,Luminance AI,London,Bridge Round
I0599,Morgan Stanley Expansion Capital,S2290,Datamaran,London,Series B
I0600,True.,S2291,Sava,London,Series A
I0601,Horizon 2020,S2292,Addionics,London,Series B
I0602,BGF,S2293,Open Cosmos,London,Series B
I0603,Never Lift,S2294,Cambridge Aerospace,London,Grant
I0006,Insight Partners,S2295,Jack & Jill,London,Seed
I0604,Praetura Ventures,S2296,Juice,London,Series C
I0605,Cordillera Investment Partners,S2297,Professional Triathletes Organisation,London,Series C
I0606,Echo Group,S2298,Irys.xyz,London,Series A
I0607,Pillar VC,S2299,Latent Labs,London,Series A
I0270,Barclays.,S2300,Liberis,London,Debt Financing
I0608,CoinShares Ventures,S2301,Komainu,London,Series B
I0609,Motive Ventures,S2302,Vega-alts,London,Series A
I0610,Meritech Capital,S2303,Inforcer,London,Series B
I0140,Tenity,S2304,Plain,London,Series A
I0611,The Artists Collective,S2305,Seat Unique,London,Series A
I0612,Triple Point,S2306,Nory AI,London,Series A
I0613,BlackWood Ventures,S2307,Sidekick Money,London,Series A
I0614,Lone Star Funds,S2308,Quintain Limited,London,
I0479,NEA -  New Enterprise Associates,S2309,World Labs,London,IPO
I0034,Y Combinator Summer 2020,S2310,Converge Ltd,London,
I0615,Unusual Ventures,S2311,Navro,London,Series B
I0616,Ringier,S2312,LiveScore Group,London,Seed
I0419,Google Ventures (GV),S2313,Push Security,London,Series A
I0345,NXTP Ventures,S2314,Cognitive Credit,London,Series B
I0003,EXT Capital,S2315,11x.ai,London,Series A
I0617,Green Angel Syndicate,S2316,Descycle,London,Series A
I0618,UK Government,S2317,Epoch BioDesign,London,Venture Round
I0619,M&G Investments,S2318,e-therapeutics,London,
I0620,QBE Ventures,S2319,"Reserv, Inc.",London,Series B
I0621,Helvetia Venture Fund,S2320,Napo Pet,London,Series B
I0622,Department for Business,S2321,Mission Zero Technologies,London,Series A
I0180,Swiss Federal Office of Energy,S2321,Mission Zero Technologies,London,Series A
I0623,Industrial Strategy,S2321,Mission Zero Technologies,London,Series A
I0624,The Thiel Foundation,S2322,CoMind,London,Series A
I0625,Seraphim Capital,S2323,Satellite Vu,London,Series B
I0566,Innovate UK,S2324,LIfT BioSciences,London,Series A
I0626,Banco Bilbao Vizcaya Argentaria (BBVA),S2325,Plum Fintech,London,Series B
I0342,Portage Ventures,S2326,Marshmallow Technology,London,Series D
I0627,Indiabulls,S2327,OakNorth Bank,London,Series C
I0322,Google for Startups,S2328,Indigo,Boston,Venture Round
I0016,Activant Capital,S2328,Indigo,Boston,Venture Round
I0628,Flagship Pioneering,S2328,Indigo,Boston,Venture Round
I0629,G Squared,S2328,Indigo,Boston,Venture Round
I0493,FedEx,S2328,Indigo,Boston,Venture Round
I0225,Sapphire Ventures,S2329,Creatio,Boston,Private Equity
I0503,StepStone Group,S2329,Creatio,Boston,Private Equity
I0013,Volition Capital,S2329,Creatio,Boston,Private Equity
I0630,Horizon Capital,S2329,Creatio,Boston,Private Equity
I0630,Horizon Capital,S2329,Creatio,Boston,Private Equity
I0241,Alumni Ventures,S2330,SimpliSafe,Boston,Debt Financing
I0022,Sequoia Capital,S2330,SimpliSafe,Boston,Debt Financing
I0631,HPS Investment Partners,S2330,SimpliSafe,Boston,Debt Financing
I0632,Capital One,S2330,SimpliSafe,Boston,Debt Financing
I0633,Eastern Bank,S2330,SimpliSafe,Boston,Debt Financing
I0634,SALT,S2331,MoldCo,Boston,Seed
I0635,Cantos,S2331,MoldCo,Boston,Seed
I0636,Collaborative Fund,S2331,MoldCo,Boston,Seed
I0637,Starship Ventures,S2331,MoldCo,Boston,Seed
I0638,Boost VC,S2331,MoldCo,Boston,Seed
I0078,General Catalyst,S2332,Aura,Boston,Series E+
I0012,W1 Forward Accelerator Program - Batch 5,S2332,Aura,Boston,Series E+
I0639,Ten Eleven Ventures,S2332,Aura,Boston,Series E+
I0558,Warburg Pincus,S2332,Aura,Boston,Series E+
I0640,WndrCo,S2332,Aura,Boston,Series E+
I0541,Baidu Ventures,S2333,Lightelligence,Boston,Series C
I0061,Matrix Partners China,S2333,Lightelligence,Boston,Series C
I0030,Vertex Ventures China,S2333,Lightelligence,Boston,Series C
I0070,CICC,S2333,Lightelligence,Boston,Series C
I0641,MindWorks Capital,S2333,Lightelligence,Boston,Series C
I0157,Eclipse Ventures,S2334,Blue Water Autonomy,Boston,Series A
I0404,Acurio Ventures,S2334,Blue Water Autonomy,Boston,Series A
I0419,Google Ventures (GV),S2334,Blue Water Autonomy,Boston,Series A
I0642,Impatient Ventures,S2334,Blue Water Autonomy,Boston,Series A
I0217,True Ventures,S2335,PredictAP,Boston,Venture Round
I0643,WISE Ventures,S2335,PredictAP,Boston,Venture Round
I0015,Coinbase Ventures,S2336,Sphere,Boston,Venture Round
I0644,Big Brain Holdings,S2336,Sphere,Boston,Venture Round
I0645,TCG,S2336,Sphere,Boston,Venture Round
I0591,Notion Capital,S2336,Sphere,Boston,Venture Round
I0646,Solana Ventures,S2336,Sphere,Boston,Venture Round
I0011,Andreessen Horowitz,S2337,Starburst,Boston,Venture Round
I0072,CITIC Securities,S2337,Starburst,Boston,Venture Round
I0647,Index Ventures,S2337,Starburst,Boston,Venture Round
I0033,BOND Capital,S2337,Starburst,Boston,Venture Round
I0258,Coatue Management,S2337,Starburst,Boston,Venture Round
I0648,Providence Equity Partners,S2483,Hulu,Los Angeles,Undisclosed
I0649,The Walt Disney Company,S2483,Hulu,Los Angeles,Undisclosed
I0650,WarnerMedia,S2483,Hulu,Los Angeles,Undisclosed
I0031,Peak XV Partners,S2484,MarqVision,Los Angeles,Series B
I0021,HSG,S2484,MarqVision,Los Angeles,Series B
I0034,Y Combinator Summer 2020,S2484,MarqVision,Los Angeles,Series B
I0024,Salesforce Ventures,S2484,MarqVision,Los Angeles,Series B
I0596,QuantumLight,S2484,MarqVision,Los Angeles,Series B
I0418,Felicis,S2485,Midi Health,Los Angeles,Series C
I0419,Google Ventures (GV),S2485,Midi Health,Los Angeles,Series C
I0651,Muse Capital,S2485,Midi Health,Los Angeles,Series C
I0652,Operator Collective,S2485,Midi Health,Los Angeles,Series C
I0653,Emerson Collective,S2485,Midi Health,Los Angeles,Series C
I0011,Andreessen Horowitz,S2486,Apex,Los Angeles,Series D
I0654,Village Global,S2486,Apex,Los Angeles,Series D
I0336,8VC,S2486,Apex,Los Angeles,Series D
I0003,EXT Capital,S2486,Apex,Los Angeles,Series D
I0447,Stoneshield Capital,S2486,Apex,Los Angeles,Series D
I0655,Nutrabolt,S2487,Bloom Nutrition,Los Angeles,Corporate Round
I0656,Amberstone Ventures,S2487,Bloom Nutrition,Los Angeles,Corporate Round
I0657,Clayton Christopher,S2487,Bloom Nutrition,Los Angeles,Corporate Round
I0658,VITALIZE Venture Capital,S2488,Upwards,Los Angeles,Series B
I0659,Fika Ventures,S2488,Upwards,Los Angeles,Series B
I0660,Equal Ventures,S2488,Upwards,Los Angeles,Series B
I0661,M13,S2488,Upwards,Los Angeles,Series B
I0662,Social Capital,S2488,Upwards,Los Angeles,Series B
I0329,Gaingels,S2489,Emerge,Los Angeles,Series A
I0241,Alumni Ventures,S2489,Emerge,Los Angeles,Series A
I0663,Golden Ventures,S2489,Emerge,Los Angeles,Series A
I0664,Alpaca VC,S2489,Emerge,Los Angeles,Series A
I0665,One Way Ventures,S2489,Emerge,Los Angeles,Series A
I0330,BoxGroup,S2490,Modern Animal,Los Angeles,Series D
I0323,Founders Fund,S2490,Modern Animal,Los Angeles,Series D
I0553,eBay Ventures,S2490,Modern Animal,Los Angeles,Series D
I0666,Long Journey Ventures,S2490,Modern Animal,Los Angeles,Series D
I0217,True Ventures,S2490,Modern Animal,Los Angeles,Series D
I0483,Norwest Venture Partners,S2491,FloQast,Los Angeles,Series E+
I0006,Insight Partners,S2491,FloQast,Los Angeles,Series E+
I0225,Sapphire Ventures,S2491,FloQast,Los Angeles,Series E+
I0667,ICONIQ Growth,S2491,FloQast,Los Angeles,Series E+
I0222,Redpoint eventures Brazil,S2491,FloQast,Los Angeles,Series E+
I0329,Gaingels,S2492,RentSpree,Los Angeles,Series B
I0668,645 Ventures,S2492,RentSpree,Los Angeles,Series B
I0304,Realyze Ventures,S2492,RentSpree,Los Angeles,Series B
I0669,TenOneTen Ventures,S2492,RentSpree,Los Angeles,Series B
I0670,Amplify.LA,S2492,RentSpree,Los Angeles,Series B
I0021,HSG,S2642,Unitree Robotics,Hangzhou,Series C
I0526,Shenzhen Capital Group,S2642,Unitree Robotics,Hangzhou,Series C
I0061,Matrix Partners China,S2642,Unitree Robotics,Hangzhou,Series C
I0037,Tencent,S2642,Unitree Robotics,Hangzhou,Series C
I0036,Alibaba Group,S2642,Unitree Robotics,Hangzhou,Series C
I0380,Fortune Venture Capital,S2644,Deep Robotics,Hangzhou,Venture Round
I0671,Peakvest,S2644,Deep Robotics,Hangzhou,Venture Round
I0672,Huaying Capital,S2644,Deep Robotics,Hangzhou,Venture Round
I0673,F&G Venture,S2644,Deep Robotics,Hangzhou,Venture Round
I0674,Beijing Robot Industry Fund,S2644,Deep Robotics,Hangzhou,Venture Round
I0026,Temasek Holdings,S2645,Ant Group,Hangzhou,Debt Financing
I0082,General Atlantic,S2645,Ant Group,Hangzhou,Debt Financing
I0022,Sequoia Capital,S2645,Ant Group,Hangzhou,Debt Financing
I0558,Warburg Pincus,S2645,Ant Group,Hangzhou,Debt Financing
I0231,BNP Paribas,S2645,Ant Group,Hangzhou,Debt Financing
I0675,Zhang Jingping,S2646,Second Life,Hangzhou,Undisclosed
I0676,Nano Labs,S2646,Second Life,Hangzhou,Undisclosed
I0677,Daocin Capital,S2646,Second Life,Hangzhou,Undisclosed
I0025,Hillhouse Investment,S2647,Astronergy,Hangzhou,Series C
I0051,Walden International,S2647,Astronergy,Hangzhou,Series C
I0678,China Capital Management,S2647,Astronergy,Hangzhou,Series C
I0070,CICC,S2647,Astronergy,Hangzhou,Series C
I0679,BOCOM International,S2647,Astronergy,Hangzhou,Series C
I0680,Zhang Jiahao,S2648,Blue Wave,Hangzhou,Series A
I0681,Tuya,S2648,Blue Wave,Hangzhou,Series A
I0408,Bonsai Partners,S2648,Blue Wave,Hangzhou,Series A
I0682,Oceanpine Capital,S2648,Blue Wave,Hangzhou,Series A
I0683,Oriental Fortune Capital,S2648,Blue Wave,Hangzhou,Series A
I0540,Highlight Capital,S2649,Qianxun Intelligence,Hangzhou,Seed
I0380,Fortune Venture Capital,S2649,Qianxun Intelligence,Hangzhou,Seed
I0529,Shunwei Capital,S2649,Qianxun Intelligence,Hangzhou,Seed
I0068,China Internet Investment Fund,S2649,Qianxun Intelligence,Hangzhou,Seed
I0049,JD.com,S2649,Qianxun Intelligence,Hangzhou,Seed
I0016,Activant Capital,S2650,Flower Knows,Hangzhou,Series B
I0684,Kunyan Capital,S2650,Flower Knows,Hangzhou,Series B
I0685,Proya,S2650,Flower Knows,Hangzhou,Series B
I0686,Lotus Lake Ventures,S2651,Yuannang Bio,Hangzhou,Series A
I0687,ZSVC,S2651,Yuannang Bio,Hangzhou,Series A
I0218,Evantic Capital,S2744,Lovable,Stockholm,Series A
I0012,W1 Forward Accelerator Program - Batch 5,S2744,Lovable,Stockholm,Series A
I0233,Antler,S2744,Lovable,Stockholm,Series A
I0111,Creandum,S2744,Lovable,Stockholm,Series A
I0239,The Twenty Minute VC,S2744,Lovable,Stockholm,Series A
I0086,Techstars,S2745,Tether,Stockholm,Pre-Seed
I0412,K Fund,S2745,Tether,Stockholm,Pre-Seed
I0464,Draper B1,S2745,Tether,Stockholm,Pre-Seed
I0477,Menlo Ventures,S2745,Tether,Stockholm,Pre-Seed
I0430,Inclimo Climate Tech Fund,S2745,Tether,Stockholm,Pre-Seed
I0078,General Catalyst,S2746,Legora,Stockholm,Series B
I0034,Y Combinator Summer 2020,S2746,Legora,Stockholm,Series B
I0688,ICONIQ Capital,S2746,Legora,Stockholm,Series B
I0045,Benchmark,S2746,Legora,Stockholm,Series B
I0222,Redpoint eventures Brazil,S2746,Legora,Stockholm,Series B
I0234,Plug,S2747,Einride,Stockholm,Venture Round
I0235,Next Play Ventures,S2747,Einride,Stockholm,Venture Round
I0026,Temasek Holdings,S2747,Einride,Stockholm,Venture Round
I0226,EQT Ventures,S2747,Einride,Stockholm,Venture Round
I0689,Northzone,S2747,Einride,Stockholm,Venture Round
I0690,IonQ,S2747,Einride,Stockholm,Venture Round
I0111,Creandum,S2748,Epidemic Sound,Stockholm,Private Equity
I0226,EQT Ventures,S2748,Epidemic Sound,Stockholm,Private Equity
I0691,Blackstone Group,S2748,Epidemic Sound,Stockholm,Private Equity
I0692,AMF,S2748,Epidemic Sound,Stockholm,Private Equity
I0693,Alecta,S2748,Epidemic Sound,Stockholm,Private Equity
I0694,Almi Invest,S2749,Flox,Stockholm,Grant
I0695,Unconventional Ventures,S2749,Flox,Stockholm,Grant
I0696,Argand Partners,S2749,Flox,Stockholm,Grant
I0697,Sting,S2749,Flox,Stockholm,Grant
I0698,European Union,S2749,Flox,Stockholm,Grant
I0477,Menlo Ventures,S2750,Sana,Stockholm,Series C
I0479,NEA -  New Enterprise Associates,S2750,Sana,Stockholm,Series C
I0226,EQT Ventures,S2750,Sana,Stockholm,Series C
I0093,Kima Ventures,S2750,Sana,Stockholm,Series C
I0105,Acequia Capital (AceCap),S2750,Sana,Stockholm,Series C
I0078,General Catalyst,S2751,Neko Health,Stockholm,Series B
I0032,Lightspeed Venture Partners,S2751,Neko Health,Stockholm,Series B
I0119,Lakestar,S2751,Neko Health,Stockholm,Series B
I0699,O.G. Venture Partners,S2751,Neko Health,Stockholm,Series B
I0567,Atomico,S2751,Neko Health,Stockholm,Series B
I0012,W1 Forward Accelerator Program - Batch 5,S2752,Polar,Stockholm,Seed
I0700,Guillermo Rauch,S2752,Polar,Stockholm,Seed
I0701,Anton Osika,S2752,Polar,Stockholm,Seed
I0702,Tobias Lütke,S2752,Polar,Stockholm,Seed
I0703,Paul Copplestone,S2752,Polar,Stockholm,Seed
I0551,Kreos Capital,S2753,Funnel,Stockholm,Series C
I0115,Balderton Capital,S2753,Funnel,Stockholm,Series C
I0704,Oxx,S2753,Funnel,Stockholm,Series C
I0705,F-Prime,S2753,Funnel,Stockholm,Series C
I0706,Eight Roads Ventures,S2753,Funnel,Stockholm,Series C
I0231,BNP Paribas,S2756,Aira,Stockholm,Venture Round
I0707,Kandela,S2760,Candela,Stockholm,Venture Round
I0708,SDCL Energy Efficiency Income Trust,S2761,Baseload Capital,Stockholm,Corporate Round
I0698,European Union - EU,S2762,Stegra,Stockholm,Debt Financing
I0709,Altos Ventures,S2769,Quartr,Stockholm,Venture Round
I0589,Visionaries Club,S2770,Tandem Health,Stockholm,Series A
I0710,Luminar Ventures,S2774,Opper AI,Stockholm,Pre-Seed
I0551,Kairous Capital,S2784,Aonic Group,Stockholm,Private Equity
I0711,Sprints Capital,S2792,Planhat,Stockholm,Series A
I0712,Rabobank,S2795,Alight,Stockholm,Debt Financing
I0713,European Investment Fund (EIF),S2800,Froda,Stockholm,Series B
I0714,Innovation Fund.,S2807,Mine Storage,Stockholm,Venture Round
I0715,H&M Group Ventures,S2814,Sellpy,Stockholm,Corporate Round
I0716,Salica Investments,S2836,Anyfin,Stockholm,Series C
I0103,European Innovation Council,S2842,CorPower Ocean,Stockholm,Series B
I0717,Kinnevik,S2847,Budbee,Stockholm,Series C
I0718,Propel Capital Network,S2854,Hypertype,Stockholm,Seed
I0711,Sprints Capital,S2868,Flightradar24 AB,Stockholm,
I0719,Ellevio,S2869,Flower AB,Stockholm,Series A
I0692,AMF.se,S2870,Polarium,Stockholm,Series D
I0720,Giant Ventures,S2871,evroc,Stockholm,Series A
I0721,Investinor,S2872,Tribune Therapeutics,Stockholm,Series A
I0722,Alliance Venture,S2873,Bits Technology,Stockholm,Series A
I0723,Gullspang Re:Food,S2874,Matsmart,Stockholm,Series C
I0268,Project A Ventures (PAV),S2875,Kry.se,Stockholm,Series D
I0724,Norrsken Evolve,S2876,Berget AI,Stockholm,Seed
I0725,Inception Fund,S2877,Dentio,Stockholm,Seed
I0245,Inventure VC,S2878,Encube,Stockholm,
I0034,Y Combinator Summer 2020,S2879,Brickanta,Stockholm,Seed
I0033,BOND Capital,S2880,Företagsparken AB,Stockholm,
I0726,Nordic Capital,S2881,Soltech Energy AB,Stockholm,IPO
I0727,Collector Bank,S2882,24Storage AB,Stockholm,Seed
I0728,Baird Capital,S2883,EvoluteIQ,Stockholm,Series B
I0729,Pollen Street Capital,S2884,Tessin Nordic,Stockholm,Bridge Round
I0226,EQT Ventures,S2885,Instabox Sweden AB,Stockholm,
I0730,Alfvén & Didrikson,S2886,Kognity,Stockholm,Bridge Round
I0731,node.vc,S2887,acast - Makes good stories great,Stockholm,Series C
I0732,Endeit Capital,S2888,Eir Insurance,Stockholm,Series B
I0733,Eir Ventures,S2889,Moleculent AB,Stockholm,Series A
I0233,Antler,S2890,Buility,Stockholm,Seed
I0260,Round2 Capital Partners,S2891,Phyron AI,Stockholm,Series B
I0034,Y Combinator Summer 2020,S2892,Librar Labs,Stockholm,Seed
I0078,General Catalyst,S2893,Stilla,Stockholm,Seed
I0417,Octopus Ventures,S2894,Grasp,Stockholm,Series A
I0734,Operators & Friends,S2895,Epiminds,Stockholm,Seed
I0735,Kaknäs Invest,S2896,Meetric,Stockholm,Seed
I0736,Course Corrected,S2897,Skye Energy,Stockholm,Seed
I0165,Norrsken VC,S2898,Endra AI,Stockholm,Seed
I0737,Inflection Fund,S2899,Nordic Air Defence,Stockholm,Seed
I0738,Sustainable Aero Lab Program 2025,S2900,Wingbits,Stockholm,Seed
I0731,node.vc,S2901,Starhive,Stockholm,Seed
I0739,Oilinvest,S2902,Net Zero Company,Stockholm,Seed
I0740,NXT: Distribution,S2903,Billogram AB,Stockholm,Debt Financing
I0741,Norron Asset Management,S2904,Doctrin,Stockholm,Series B
I0742,Inbox Capital,S2905,MEDS Apotek,Stockholm,IPO
I0060,Inven Capital,S2906,tobii pro / insight,Stockholm,
I0694,Almi Invest GreenTech Fund,S2907,Standab,Stockholm,Seed
I0034,Y Combinator Summer 2020,S2908,Vesence,Stockholm,Seed
I0743,Norrsken Launcher,S2909,Agteria Biotech,Stockholm,Seed
I0742,Inbox Capital,S2910,Lysa,Stockholm,Series B
I0744,Swedbank,S2911,Stillfront Group,Stockholm,
I0120,Costanoa Ventures,S2912,rerun.io,Stockholm,Seed
I0204,byFounders,S2913,intric,Stockholm,Pre-Seed
I0710,Luminar Ventures,S2914,IntuiCell,Stockholm,Seed
I0123,NCPA Capital,S2915,DENTME,Stockholm,Debt Financing
I0745,VERBUND X Ventures,S2916,Qurrent,Stockholm,Seed
I0694,Almi Invest GreenTech Fund,S2917,Epigenica,Stockholm,Seed
I0746,Icebreaker VC,S2918,Zymego,Stockholm,
I0710,Luminar Ventures,S2919,Motorica AI,Stockholm,Seed
I0204,byFounders,S2920,QA.tech,Stockholm,Seed
I0715,H&M Group Ventures,S2921,Mantle.,Stockholm,Seed
I0034,Y Combinator Summer 2020,S2922,Vectorview,Stockholm,Seed
I0747,Futurum Ventures,S2923,DREM,Stockholm,
I0748,Bust,S2924,Venga.app,Stockholm,
I0528,Acathia Capital,S2925,Futur,Stockholm,
I0704,Oxx,S2926,Kodiak Hub,Stockholm,Series A
I0749,Karolinska Development,S2927,Modus Therapeutics,Stockholm,IPO
I0716,Salica Investments,S2928,MatHem,Stockholm,Series D
I0117,Animoca Brands,S2929,MetaKing Studios,Stockholm,Seed
I0750,Verdane,S2930,Storytel,Stockholm,
I0751,Astir Ventures,S2931,LootLocker,Stockholm,Seed
I0752,Bonnier,S2932,Readly,Stockholm,
I0753,MOOR Capital,S2933,Universal Avenue,Stockholm,Convertible Note
I0754,DeepMind Capital Ltd,S2934,GreenVoltis,Stockholm,Seed
I0755,Backing Minds,S2935,Techarena,Stockholm,
I0756,Behold Ventures,S2936,Blue Scarab Entertainment,Stockholm,Seed
I0230,Battery Ventures,S2937,Quinyx,Stockholm,Series C
I0757,BaltCap,S2938,ClimateView,Stockholm,Series A
I0758,Five Elms Capital,S2939,360Player,Stockholm,Series B
I0420,Seaya Ventures,S2940,Stockholm Water Technology AB,Stockholm,
I0759,Centripetal Co.,S2941,Truecaller for Developers,Stockholm,
I0731,node.vc,S2942,Volumental,Stockholm,Series B
I0760,Energy Revolution Ventures,S2943,Blixt,Stockholm,Seed
I0761,Marginalen Bank,S2944,Elvy,Stockholm,Debt Financing
I0511,LifeArc Ventures,S2945,Vicore Pharma,Stockholm,IPO
I0762,Tom Nyman Holding,S2946,Learnster,Stockholm,Series B
I0025,Hillhouse Investment,S2948,XAG,Guangzhou,Series D
I0076,SoftBank Vision Fund,S2948,XAG,Guangzhou,Series D
I0763,Sinovation Ventures,S2948,XAG,Guangzhou,Series D
I0728,Baird Capital,S2948,XAG,Guangzhou,Series D
I0764,Chengwei Capital,S2948,XAG,Guangzhou,Series D
